Amazon_ID,Google_ID,Similarity,is_duplicate
b000gcd6lw,http://www.google.com/base/feeds/snippets/18396085441922746096,86,1
b000fncrto,http://www.google.com/base/feeds/snippets/17832927937923546408,52,0
b000fncrto,http://www.google.com/base/feeds/snippets/18392141725886908183,51,0
b000mz7c36,http://www.google.com/base/feeds/snippets/8805781114218671102,52,0
b000mz7c36,http://www.google.com/base/feeds/snippets/1329140581762289700,53,0
b000mz7c36,http://www.google.com/base/feeds/snippets/2898916414372959165,55,0
b000mz7c36,http://www.google.com/base/feeds/snippets/15648850844085647958,62,0
b000mz7c36,http://www.google.com/base/feeds/snippets/1209717630190599142,64,0
b00097alks,http://www.google.com/base/feeds/snippets/4522979894661726264,61,0
b000rgxto6,http://www.google.com/base/feeds/snippets/16758368985966319493,57,0
b000mz7c2w,http://www.google.com/base/feeds/snippets/8805781114218671102,53,0
b000mz7c2w,http://www.google.com/base/feeds/snippets/1756203513172973882,52,0
b000mz7c2w,http://www.google.com/base/feeds/snippets/1329140581762289700,55,0
b000mz7c2w,http://www.google.com/base/feeds/snippets/2898916414372959165,54,0
b000mz7c2w,http://www.google.com/base/feeds/snippets/15648850844085647958,62,0
b000mz7c2w,http://www.google.com/base/feeds/snippets/1209717630190599142,60,0
b000e3c6c8,http://www.google.com/base/feeds/snippets/6732814497585724663,56,0
b000e3c6c8,http://www.google.com/base/feeds/snippets/17693391962532243349,54,0
b000068u3h,http://www.google.com/base/feeds/snippets/10902155796053790562,91,1
b000068u3h,http://www.google.com/base/feeds/snippets/16758368985966319493,51,0
b000om7diq,http://www.google.com/base/feeds/snippets/17708766593513600591,64,0
b000om7diq,http://www.google.com/base/feeds/snippets/10686405526722482213,53,0
b000om7diq,http://www.google.com/base/feeds/snippets/5216140459207502478,51,0
b000brczzk,http://www.google.com/base/feeds/snippets/3011334164286500167,95,1
b000brczzk,http://www.google.com/base/feeds/snippets/11524039735478682676,93,1
b000brczzk,http://www.google.com/base/feeds/snippets/18396085441922746096,71,0
b000brm3xe,http://www.google.com/base/feeds/snippets/3011334164286500167,93,1
b000brm3xe,http://www.google.com/base/feeds/snippets/11524039735478682676,95,1
b000brm3xe,http://www.google.com/base/feeds/snippets/18396085441922746096,73,0
b000gbukgm,http://www.google.com/base/feeds/snippets/3011334164286500167,75,0
b000gbukgm,http://www.google.com/base/feeds/snippets/11524039735478682676,77,0
b000gbukgm,http://www.google.com/base/feeds/snippets/18396085441922746096,88,1
b000itvtqm,http://www.google.com/base/feeds/snippets/16709273410439592472,57,0
b000itvtqm,http://www.google.com/base/feeds/snippets/10241038066142254106,54,0
b000itvtqm,http://www.google.com/base/feeds/snippets/15486017920946935068,54,0
b000a0s3x6,http://www.google.com/base/feeds/snippets/16019355033889363381,73,0
b000feyg7o,http://www.google.com/base/feeds/snippets/2284241765475162173,62,0
b000feyg7o,http://www.google.com/base/feeds/snippets/15564784742978828373,64,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/3815040086805205738,51,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/8805781114218671102,53,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/1756203513172973882,58,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/1329140581762289700,62,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/2898916414372959165,56,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/15648850844085647958,55,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/4522979894661726264,53,0
b000iw5kv4,http://www.google.com/base/feeds/snippets/1209717630190599142,53,0
b00002s755,http://www.google.com/base/feeds/snippets/1946192615586358516,55,0
b00002s755,http://www.google.com/base/feeds/snippets/13642535173107321529,51,0
b00094ot4a,http://www.google.com/base/feeds/snippets/17708460496974727302,88,1
b000iwarqw,http://www.google.com/base/feeds/snippets/8805781114218671102,52,0
b000iwarqw,http://www.google.com/base/feeds/snippets/1329140581762289700,51,0
b000iwarqw,http://www.google.com/base/feeds/snippets/2898916414372959165,55,0
b000iwarqw,http://www.google.com/base/feeds/snippets/15648850844085647958,53,0
b000iwarqw,http://www.google.com/base/feeds/snippets/1209717630190599142,52,0
b000ivhlgc,http://www.google.com/base/feeds/snippets/11618158047568311763,55,0
b0002ibev4,http://www.google.com/base/feeds/snippets/1887899244694755891,74,0
b0002ibev4,http://www.google.com/base/feeds/snippets/4649453787891480011,51,0
b000in35ho,http://www.google.com/base/feeds/snippets/12662824890153121005,51,0
b000o39qyo,http://www.google.com/base/feeds/snippets/16758368985966319493,52,0
b000i7zabo,http://www.google.com/base/feeds/snippets/17479437813216357894,100,1
b000i7zabo,http://www.google.com/base/feeds/snippets/11588558025852481002,70,0
b00005auzh,http://www.google.com/base/feeds/snippets/18446496383812786183,53,0
b00032heya,http://www.google.com/base/feeds/snippets/6856336028258284106,67,0
b00032heya,http://www.google.com/base/feeds/snippets/6195321262763979528,89,1
b00032heya,http://www.google.com/base/feeds/snippets/10376000923691891679,62,0
b00032hexq,http://www.google.com/base/feeds/snippets/6856336028258284106,89,1
b00032hexq,http://www.google.com/base/feeds/snippets/6195321262763979528,65,0
b00032hexq,http://www.google.com/base/feeds/snippets/10376000923691891679,60,0
b000100eg4,http://www.google.com/base/feeds/snippets/16242894417073101358,56,0
b000100eg4,http://www.google.com/base/feeds/snippets/18397369021542974872,51,0
b000aaqzpe,http://www.google.com/base/feeds/snippets/17720938384119375836,55,0
b000aaqzpe,http://www.google.com/base/feeds/snippets/13375500071540864237,84,1
b000i2y0cy,http://www.google.com/base/feeds/snippets/18388359068656820969,52,0
b000i2y0cy,http://www.google.com/base/feeds/snippets/12101278904238968507,75,0
b000i2y0cy,http://www.google.com/base/feeds/snippets/13636480146796984957,95,1
b0000afu4e,http://www.google.com/base/feeds/snippets/6856336028258284106,63,0
b0000afu4e,http://www.google.com/base/feeds/snippets/6195321262763979528,60,0
b0000afu4e,http://www.google.com/base/feeds/snippets/10376000923691891679,84,1
b00032hey0,http://www.google.com/base/feeds/snippets/11819223167564224448,52,0
b00032hey0,http://www.google.com/base/feeds/snippets/6856336028258284106,63,0
b00032hey0,http://www.google.com/base/feeds/snippets/6195321262763979528,79,0
b00032hey0,http://www.google.com/base/feeds/snippets/397927407795432372,52,0
b00032hey0,http://www.google.com/base/feeds/snippets/10376000923691891679,57,0
b00009qenn,http://www.google.com/base/feeds/snippets/18388359068656820969,56,0
b00009qenn,http://www.google.com/base/feeds/snippets/18444799765271946003,57,0
b0009i5px0,http://www.google.com/base/feeds/snippets/12101278904238968507,67,0
b0009i5px0,http://www.google.com/base/feeds/snippets/13636480146796984957,73,0
b000a7q6n8,http://www.google.com/base/feeds/snippets/13561687450780175373,62,0
b000a7q6n8,http://www.google.com/base/feeds/snippets/17953929889613420408,56,0
b000a7q6n8,http://www.google.com/base/feeds/snippets/4323218411575640054,56,0
b000a7q6n8,http://www.google.com/base/feeds/snippets/9700384320550908183,56,0
b000cp4ja0,http://www.google.com/base/feeds/snippets/10667383848205761084,89,1
b000i4rmfe,http://www.google.com/base/feeds/snippets/17521446718236049500,66,0
b000t9luce,http://www.google.com/base/feeds/snippets/18388359068656820969,100,1
b000t9luce,http://www.google.com/base/feeds/snippets/18444799765271946003,62,0
b000t9luce,http://www.google.com/base/feeds/snippets/12101278904238968507,58,0
b000t9luce,http://www.google.com/base/feeds/snippets/13636480146796984957,52,0
b000bdiqpc,http://www.google.com/base/feeds/snippets/18431827533263730235,51,0
b0000c4dx0,http://www.google.com/base/feeds/snippets/18343959075631403504,62,0
b0000c4dx0,http://www.google.com/base/feeds/snippets/17265475148454123541,56,0
b0000c4dx0,http://www.google.com/base/feeds/snippets/12956485848771496004,91,1
b0000c4dx0,http://www.google.com/base/feeds/snippets/18433413888105089937,63,0
b000h294mq,http://www.google.com/base/feeds/snippets/10856062098610973379,61,0
b000v9yxj4,http://www.google.com/base/feeds/snippets/17521446718236049500,82,1
b000fb9w3a,http://www.google.com/base/feeds/snippets/12956485848771496004,52,0
b000g80lqo,http://www.google.com/base/feeds/snippets/5654238078872944077,58,0
b000g80lqo,http://www.google.com/base/feeds/snippets/16440740299780347439,72,0
b000g80lqo,http://www.google.com/base/feeds/snippets/17199343428206068180,64,0
b000g80lqo,http://www.google.com/base/feeds/snippets/4028925535037360971,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/3482976919834233624,58,0
b000g80lqo,http://www.google.com/base/feeds/snippets/520646013850255263,56,0
b000g80lqo,http://www.google.com/base/feeds/snippets/2788193895848373884,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/2004036633810364935,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/9517790340262033681,57,0
b000g80lqo,http://www.google.com/base/feeds/snippets/8438837535962913567,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/11662116128637750243,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/6075515533589426153,58,0
b000g80lqo,http://www.google.com/base/feeds/snippets/6004880295313557854,56,0
b000g80lqo,http://www.google.com/base/feeds/snippets/7683929839876581168,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/7474373712919833091,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/7307976815926968989,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/15305711691711017497,55,0
b000g80lqo,http://www.google.com/base/feeds/snippets/12469012319226205360,55,0
b0007prnjo,http://www.google.com/base/feeds/snippets/18434733520229761009,84,1
b0009ren8e,http://www.google.com/base/feeds/snippets/17326984304709528876,54,0
b0009ren8e,http://www.google.com/base/feeds/snippets/18152695793777845265,98,1
b0009ren8e,http://www.google.com/base/feeds/snippets/10086920522125108835,54,0
b00008ajjc,http://www.google.com/base/feeds/snippets/18424464601572004274,58,0
b000e6q3em,http://www.google.com/base/feeds/snippets/18435517580056006507,85,1
b0009hmx36,http://www.google.com/base/feeds/snippets/16814254064816255791,52,0
b0009hmx36,http://www.google.com/base/feeds/snippets/18384385996318614203,62,0
b0009hmx36,http://www.google.com/base/feeds/snippets/18435954901092427938,100,1
b0009hmx36,http://www.google.com/base/feeds/snippets/1817063505489259562,53,0
b0009xndso,http://www.google.com/base/feeds/snippets/18399052852205689839,60,0
b000b5ss76,http://www.google.com/base/feeds/snippets/12244614697089679523,53,0
b000b5ss76,http://www.google.com/base/feeds/snippets/10044826638425571623,53,0
b000b5ss76,http://www.google.com/base/feeds/snippets/9489728552695383239,59,0
b000fico2o,http://www.google.com/base/feeds/snippets/15850411959499321178,69,0
b000fico2o,http://www.google.com/base/feeds/snippets/18320700833356403146,83,1
b000fico2o,http://www.google.com/base/feeds/snippets/7881293136947327731,54,0
b000icpcxa,http://www.google.com/base/feeds/snippets/3435680088823178198,57,0
b000icpcxa,http://www.google.com/base/feeds/snippets/1803780371601211439,52,0
b000icpcxa,http://www.google.com/base/feeds/snippets/13264093951540339583,51,0
b000icpcxa,http://www.google.com/base/feeds/snippets/11612522455757531502,100,1
b000j54pac,http://www.google.com/base/feeds/snippets/16750826951044664483,51,0
b000j54pac,http://www.google.com/base/feeds/snippets/17075147063915025994,91,1
b000j54pac,http://www.google.com/base/feeds/snippets/1803780371601211439,57,0
b000j54pac,http://www.google.com/base/feeds/snippets/18430618972729825710,81,1
b000j54pac,http://www.google.com/base/feeds/snippets/14443748429238960679,57,0
b000j54pac,http://www.google.com/base/feeds/snippets/13221664962106693367,91,1
b000j54pac,http://www.google.com/base/feeds/snippets/14058642474941591867,57,0
b000j54pac,http://www.google.com/base/feeds/snippets/14503971882109696249,67,0
b000h27swy,http://www.google.com/base/feeds/snippets/2209370345378693785,51,0
b000ayfpkq,http://www.google.com/base/feeds/snippets/12780505155276594892,100,1
b000fzvv3u,http://www.google.com/base/feeds/snippets/9675508034468866052,92,1
b000088nqp,http://www.google.com/base/feeds/snippets/9558419339728905800,100,1
b000ga99ry,http://www.google.com/base/feeds/snippets/3435680088823178198,53,0
b000ga99ry,http://www.google.com/base/feeds/snippets/1803780371601211439,62,0
b000ga99ry,http://www.google.com/base/feeds/snippets/13264093951540339583,73,0
b000ga99ry,http://www.google.com/base/feeds/snippets/9843399056820481147,51,0
b000epcfz4,http://www.google.com/base/feeds/snippets/16146349805118916421,58,0
b000epcfz4,http://www.google.com/base/feeds/snippets/17326984304709528876,56,0
b000epcfz4,http://www.google.com/base/feeds/snippets/18183865934775733865,52,0
b000epcfz4,http://www.google.com/base/feeds/snippets/13118744398423334173,81,1
b000eplmpi,http://www.google.com/base/feeds/snippets/5558998293398547766,71,0
b000eplmpi,http://www.google.com/base/feeds/snippets/16636453310983363393,84,1
b000eplmpi,http://www.google.com/base/feeds/snippets/17477117429958783207,61,0
b000eplmpi,http://www.google.com/base/feeds/snippets/13683578637114771147,70,0
b000eplmpi,http://www.google.com/base/feeds/snippets/12794387524239668290,65,0
b000nknb62,http://www.google.com/base/feeds/snippets/17758768496498527800,64,0
b000nknb62,http://www.google.com/base/feeds/snippets/13226437402741988875,56,0
b000nknb62,http://www.google.com/base/feeds/snippets/13773294714940805969,63,0
b000nknb62,http://www.google.com/base/feeds/snippets/12332187824278866992,57,0
b000ga99tm,http://www.google.com/base/feeds/snippets/11711275868800545948,73,0
b000ga99tm,http://www.google.com/base/feeds/snippets/9675508034468866052,51,0
b000kmehha,http://www.google.com/base/feeds/snippets/11463298814554093369,67,0
b000gs9tq2,http://www.google.com/base/feeds/snippets/10192871543291254639,100,1
b000b0gzu8,http://www.google.com/base/feeds/snippets/14443748429238960679,82,1
b00009v7hf,http://www.google.com/base/feeds/snippets/18442933753023495416,56,0
b0009qvgeo,http://www.google.com/base/feeds/snippets/10895411331126528294,74,0
b0009qvgeo,http://www.google.com/base/feeds/snippets/11269463388611733527,84,1
b0009qvgeo,http://www.google.com/base/feeds/snippets/14670480279928079904,67,0
b0000als2s,http://www.google.com/base/feeds/snippets/14058642474941591867,53,0
b000eu10wi,http://www.google.com/base/feeds/snippets/8056776198231015744,77,0
b000eu10wi,http://www.google.com/base/feeds/snippets/7587316869277129977,86,1
b000eu10wi,http://www.google.com/base/feeds/snippets/16303142874832927783,54,0
b000jx5ppi,http://www.google.com/base/feeds/snippets/9558419339728905800,53,0
b000egidpo,http://www.google.com/base/feeds/snippets/5558998293398547766,71,0
b000egidpo,http://www.google.com/base/feeds/snippets/16636453310983363393,84,1
b000egidpo,http://www.google.com/base/feeds/snippets/17477117429958783207,61,0
b000egidpo,http://www.google.com/base/feeds/snippets/13683578637114771147,70,0
b000egidpo,http://www.google.com/base/feeds/snippets/12794387524239668290,65,0
b000fer1cq,http://www.google.com/base/feeds/snippets/8056776198231015744,100,1
b000fer1cq,http://www.google.com/base/feeds/snippets/7587316869277129977,90,1
b000qfrt4o,http://www.google.com/base/feeds/snippets/18097036016943613075,61,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/5558998293398547766,56,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/9122006997888271580,61,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/2954833753751672874,61,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/17477117429958783207,52,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/18183865934775733865,52,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/22081347244611883,59,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/8900923119664778651,59,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/13869960802688221937,61,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/12525003246277129153,52,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/1832664201831888645,59,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/2209370345378693785,67,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/12794387524239668290,55,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/4579143769589006469,52,0
b000qfrt4o,http://www.google.com/base/feeds/snippets/1203903874013146755,52,0
b000h25yoi,http://www.google.com/base/feeds/snippets/3435680088823178198,61,0
b000h25yoi,http://www.google.com/base/feeds/snippets/1803780371601211439,85,1
b000h25yoi,http://www.google.com/base/feeds/snippets/18430618972729825710,59,0
b000h25yoi,http://www.google.com/base/feeds/snippets/13264093951540339583,57,0
b000h25yoi,http://www.google.com/base/feeds/snippets/11612522455757531502,56,0
b000h25yoi,http://www.google.com/base/feeds/snippets/14503971882109696249,67,0
b000qclgqo,http://www.google.com/base/feeds/snippets/12332187824278866992,52,0
b000qclgqo,http://www.google.com/base/feeds/snippets/4448796412735438756,52,0
b000v05f4k,http://www.google.com/base/feeds/snippets/12243674671451624208,54,0
b000v05f4k,http://www.google.com/base/feeds/snippets/10325895100903414572,51,0
b000v05f4k,http://www.google.com/base/feeds/snippets/17287121683556987858,53,0
b000v05f4k,http://www.google.com/base/feeds/snippets/17370105781780785383,51,0
b000v05f4k,http://www.google.com/base/feeds/snippets/8959665711528999366,53,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18401621573615453955,53,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18401306429153324132,52,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18394561390528794760,51,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18414674514314244954,51,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18437217832073898346,57,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18437163602958068440,51,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18441655151227442425,56,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18352625604893387295,51,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18358450113506543644,53,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18360932996674387259,54,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18364675278663991351,52,0
b000v05f4k,http://www.google.com/base/feeds/snippets/18372919658583583487,55,0
b0000vyk1o,http://www.google.com/base/feeds/snippets/16610365930217257008,65,0
b0000vyk1o,http://www.google.com/base/feeds/snippets/11369036895201522338,54,0
b000fn6c2c,http://www.google.com/base/feeds/snippets/15850411959499321178,52,0
b000fn6c2c,http://www.google.com/base/feeds/snippets/8110280389757211340,60,0
b000fn6c2c,http://www.google.com/base/feeds/snippets/7893604833764557727,64,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/18097036016943613075,60,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/17229680859570691562,62,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/5558998293398547766,55,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/14941513108998426217,51,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/4968803125750101769,62,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/9122006997888271580,61,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/2954833753751672874,61,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/10496277297966281940,51,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/18435241901201099210,57,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/22081347244611883,61,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/8900923119664778651,61,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/11023384475486845617,51,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/6247936198343071793,52,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/4025192676992669735,57,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/13869960802688221937,61,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/12525003246277129153,56,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/1832664201831888645,61,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/13589207002001810856,52,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/2209370345378693785,83,1
b000fvqo0o,http://www.google.com/base/feeds/snippets/10621416214836586442,52,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/12794387524239668290,51,0
b000fvqo0o,http://www.google.com/base/feeds/snippets/4579143769589006469,56,0
